Inspection_ID,DBA_Name,AKA_Name,License ,Facility Type,Risk,Address,City,State,Zip,Inspection_Type,Results,Violations,x,y,Location,Inspection_Dates,Failed_Times
1527765,Jones Academy High School,JONES ACADEMY HIGH SCHOOL,2132,School,Risk 1 (High),606 S STATE ST ,CHICAGO,IL,60605,Canvass,Fail,"35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED HOOD VENTS WITH ACCUMULATED DUST IN THE SOUTH BUILDING KITCHEN. INSTRUCTED TO CLEAN AND MAINTAIN HOOD VENTS. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: OBSERVED LOW HOT WATER PRESSURE AT ALL OF THE FAUCETS OF THE 3 COMPARTMENT SINK CLOSEST TO THE KITCHEN MANAGERS OFFICE OF THE NORTH BUILDING KITCHEN. INSTRUCTED TO REPAIR AND PROVIDE ADEQUATE WATER PRESSURE.  | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: OBSERVED THE HOT WATER KNOBS MISSING FROM THE MOP SINKS IN THE JANITORS CLOSETS ON FLOORS 3 THRU 6. INSTRUCTED TO PROVIDE AND MAINTAIN HOT WATER KNOBS FOR ALL MOP SINKS INSIDE OF THE JANITORS CLOSETS. | 11. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED - Comments: OBSERVED 2 EXPOSED HANDSINKS WITHOUT HOT WATER ON THE SERVING LINE OF THE SOUTH BUILDING LUNCHROOM. INSTRUCTED TO PROVIDE AND MAINTAIN HOT WATER AT ALL EXPOSED HAND SINKS. CRITICAL VIOLATION. NO CITATION ISSUED.",41.87441898,-87.62775497,"(41.874418979889214, -87.6277549673946)",3/12/15,1
1319239,JOPLIN ELEMENTARY SCHOOL,JOPLIN ELEMENTARY SCHOOL,22281,School,Risk 1 (High),7931 S Honore (1832W) ,CHICAGO,IL,60620,Canvass,Fail,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: NOTED EVIDENCE OF INSECTS AND RODENTS ON SITE.  NOTED APPROXIMATELY 10-15 LIVE SMALL FLIES ON WALLS AND FLYING ON INTERIOR OF MOP SINK CLOSET ADJACENT TO STUDENT DINING AREA.  ALSO NOTED APPROXIMATELY 30-35 MICE DROPPINGS SCATTERED IN CORNER IN STUDENT DINING AREA,IN LOWER LEVEL WASHROOM,IN UNUSED WASHROOM/STORAGE AREA ON INTERIOR PANEL OF PIANO AND IN GYM STORAGE CLOSETS UNDER BLEACHERS.  MUST REMOVE DROPPINGS AND INSECTS,SANITIZE AFFECTED AREAS AND HAVE THE PEST CONTROL COMPANY SERVICE AREAS.  SERIOUS CITATION ISSUED 7-38-020 | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST DETAIL CLEAN FLOORS IN DRY GOOD STORAGE AREA,IN JANITORIAL AREAS AND THROUGHOUT WHERE NEEDED.  | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: MUST REMOVE CLUTTER IN JANITORIAL STORAGE AREAS/UNUSED WASHROOMS AND IN GYM STORAGE AREAS.  MUST STORE ALL ITEMS 6 INCHES OFF THE FLOOR AND AWAY FROM WALLS.  MUST REMOVE FOUL ODORS FROM JANITORIAL STORAGE AREA/UNUSED WASHROOM. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: REPAIR 1ST HAND SINK IN 2ND FLOOR BOYS WASHROOM AND RESTORE HOT WATER.  MUST REPAIR 1ST HAND SINK IN 3RD FLOOR BOYS WASHROOM. (BOTH IN MAIN BUILDING) | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: MUST REPAIR THE BROKEN HAND DRYER IN THE GIRLS 3RD FLOOR WASHROOM. ",41.74934082,-87.66932903,"(41.749340824311474, -87.66932902916794)",11/27/12,1
585347,Jordan  Elementary  School,JORDAN  ELEMENTARY  SCHOOL,22811,School,Risk 1 (High),7414 N Wolcott AVE ,CHICAGO,IL,60626,Canvass,Fail,"29. PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090 - Comments: A separate and distinct offense shall be deemed to have been committed for each Minor violation that is not corrected upon re-inspection by the health authority. 
 
FOUND PREVIOUS MINOR VIOLATION OF 09-22-10 REPORT #413783 #38 NOT CORRECTED AT THIS TIME OF CANVASS INSPECTION. 
 #38'INCREASE SHORT FLOW TIME IN 1ST FLOOR BOYS AND GIRLS WASHROOMS AND THROUGHOUT SCHOOL TO ALLOW FOR PROPER HANDWASHING'. 
 
CITATION ISSUED 7-42-090 SERIOUS INSTRUCTED MANAGEMENT TO REPAIR OR PROVIDE WORK ORDER REPAIR BY REINSPECTION ON THURSDAY 06-15-11 TO AVOID FURTHER ACTIONS.  | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: All food and non-food contact equipment and utensils shall be smooth, easily cleanable, and durable, and shall be in good repair. 
 
MUST REPAIR PAINT PEELING ON EXTERIOR OF MILK COOLERS IN SERVING AREA,RUST INSIDE SAME COOLERS, MISSING AND DAMAGED HANDLE ON CABINET DOORS IN PRE-K 110, AND RUST ON METAL CABINETS IN PRE-K ROOM 111,AND IN  THE TEACHERS LOUNGE. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: All food and non-food contact surfaces of equipment and all food storage utensils shall be thoroughly cleaned and sanitized daily. 
 
INSTRUCTED TO CLEAN DEBRIS AND STAINS ON INSIDE TOP SECTION OF MICROWAVE OVENS IN TEACHERS LOUNGE, ON TOILET BOWLS IN BOYS TOILET 1ST & 2NDFLS,CABINETS UNDER SINKS IN PRE-K & 1ST GRADE ROOMS, COAT SHELVES IN BOTH PRE-K AREAS,HAND WASH SINK INTEACHERS LOUNGE,AND STORAGE SHELVES IN PRE-K ROOM 111. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: The floors shall be constructed per code, be smooth and easily cleaned, and be kept clean and in good repair. 
 
INSTRUCTED TO CLEAN DEBRIS AND STAINS ON FLOORS IN 1ST GRADE RESTROOM,FLOORS IN CLOSETS IN TEACHERS LOUNGE, FLOORS IN PIPE ROOM ON 1STFL.AT BOYS AND GIRLS RESTROOMS,AND FLOORS SMALL ROOM IN 1ST GRADE CLASSROOM. 
 
MUST MAINTAIN FLLORS DRY IN PRE-K ROOM 111 BY SINK AND PLAY AREA, AND REPAIR PAINT PEELING ON FLOORS IN KITCHEN,FOOD SERVING AREA, AND IN DISHMACHINE ROOM. | 31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: Containers and utensils shall be inverted, covered, or otherwise protected from contamination until used.  All single-service drinking straws and containers shall be discarded immediately after use. 
 
INSTRUCTED TO INVERT CLEAN UTENSILS ON SHELVES IN DISH WASHING ROOM AND ELSEWHERE AS NEEDED. | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: All food establishments that display, prepare, or store potentially hazardous foods shall have calibrated metal stem thermometers, provided and conspicuous, for refrigerated and hot food units. 
 
INSTRUSTED PROVIDE METAL STEM THERMOMER INSIDE COOLERS IN TEACHERS LOUNGE AND IN 1ST GRADE CLASSROOM.",42.01709536,-87.67779928,"(42.017095361778246, -87.6777992754919)","01/20/2015, 01/18/2012, 06/13/2011",3
547349,ORTIZ  DE DOMINGUEZ ELEMENTARY SCHOOL,JOSEFA ORTIZ DE DOMINGUEZ ELEMENTARY SCHOOL,23411,School,Risk 1 (High),3000 S Lawndale AVE ,CHICAGO,IL,60623,Canvass,Fail,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: All necessary control measures shall be used to effectively minimize or eliminate the presence of rodents, roaches, and other vermin and insects on the premises of all food establishments, in food-transporting vehicles, and in vending machines.OBSERVED EVIDENCE OF MORE THAN 80 RODENT DROPPINGS SCATTERED IN VARIOUS AREAS SUCH AS FAN ROOM,1ST FL. ELECTRICAL,GYM STORAGE CLOSETS,HALL STORAGE CLOSETS,PRE-K 136 ON SHELF,ALSO DOORS ARE NOT TIGHT FITTING FAN ROOM,GYM DOOR,PRE-K 136 & 120,SOUTH FRONT ENTRY DOOR.MUST REMOVE DROPPINGS,CLEAN & SANITIZE AREAS,RODENT PROOF DOORS,RECOMMENDED TO HAVE A PEST CONTROL OPERATOR TO SERVICE PREMISES ON OR AFTER 4/12/11. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: All food and non-food contact surfaces of equipment and all food storage utensils shall be thoroughly cleaned and sanitized daily.MUST CLEAN WALK IN COOLER FAN GUARDS,FILTERS AT HOOD,SHELVING UNITS IN ALL PRE-K ROOMS. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: The floors shall be constructed per code, be smooth and easily cleaned, and be kept clean and in good repair.MUST CLEAN FLOOR IN 1ST & 2ND FL. ELECTRICAL ROOM,2ND FL. BOILER ROOM,2ND FL. HALL CLOSETS.MUST REPLACE MISSING FLOOR TILE IN 2ND FL. BOY'S. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: The walls and ceilings shall be in good repair and easily cleaned.MUST REPAIR OR REPLACE LUNCH ROOM STAINED CEILING TILES,CEILING IN POOR REPAIR ABOVE MOTORS IN PREP AREA,PRE-K 136 TOILET ROOM WALL IN POOR REPAIR,LOOSE BRICK WALL NEAR REAR EXIT DOOR,LOOSE CEILING PANEL,1ST FL WOMEN'S STAFF TOILET ROOM LOOSE WALL BASES,DOOR FRAME RUSTED OUT IN PRE-K 120.MUST SCRAPE & PAINT PEELING PAINT ON WALL IN PRE-K 134. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: All rooms in which food or drink is prepared, or in which utensils are washed, shall be lighted so that a minimum of 50-foot candles of light is available on all work surfaces.MUST CLEAN LIGHT SHIELDS IN 2ND FL. BOY'S.MUST REPLACE BURNT OUT LIGHT BULB IN 2ND FL. HALL CLOSET. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: Ventilation: All plumbing fixtures, such as toilets, sinks, washbasins, etc., must be adequately trapped, vented, and re-vented and properly connected to the sewer in accordance with the plumbing chapter of the Municipal Code of Chicago and the Rules and Regulations of the Board of Health.MUST REPAIR OR REPLACE 1ST FL. BOY'S MIDDLE HAND SINK NO COLD RUNNING WATER,LEAKY TOILET 2ND FL. GIRL'S.MUST ADJUST SOME FAUCET HANDLES AT HAND SINKS IN TOILET ROOMS. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: All parts of the food establishment and all parts of the property used in connection with the operation of the establishment shall be kept neat and clean and should not produce any offensive odors.MUST ELEVATE ARTICLES OFF OF FLOOR IN FAN ROOM,1ST FL ELEVATOR LIFT ROOM,BOILER ROOM.",41.83875333,-87.71722614,"(41.83875332874672, -87.71722613624108)","02/03/2015, 04/12/2011",2
580563,JOSEPH BRENNEMANN ELEMENTARY SCHOOL,JOSEPH BRENNEMANN ELEMENTARY SCHOOL,25991,School,Risk 1 (High),4251 N Clarendon AVE ,CHICAGO,IL,60613,Canvass,Fail,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: All necessary control measures shall be used to effectively minimize or eliminate the presence of rodents, roaches, and other vermin and insects on the premises of all food establishments, in food-transporting vehicles, and in vending machines. 
OUTER OPENING NOT PROTECTED.OBSERVED FRONT DOOR CLOSE TO ROOM 126,FRONT DOOR CLOSE TO PREP AREA,AND REAR DOOR IN TEACHERS' ROOM NOT RODENT PROOFED.GAPS FROM 1/4' TO 1 '.INSTRUCTED TO RODENT DOORS.SERIOUS VIOLATION:7-38-020 H000072152-10 | 29. PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090 - Comments: A separate and distinct offense shall be deemed to have been committed for each Minor violation that is not corrected upon re-inspection by the health authority. 
PREVIOUS MINOR VIOLATIONS NOT CORRECTED FROM 9-21-2010, REPORT #38234 
#34-The floors shall be constructed per code, be smooth and easily cleaned, and be kept clean and in good repair.REPLACE MISSING AND BROKEN FLOOR TILE I GIRLS' WASHROOM.(1ST FLOOR) 
SERIOUS VIOLATION:7-42-090 H000072152-10 
 | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: All food and non-food contact equipment and utensils shall be smooth, easily cleanable, and durable, and shall be in good repair.REPLACE BROKEN COVER INSIDE THE COOLER AND FREEZER. EXPOSED INSULATION .NEED TO REPLACE GARBAGE DUMPSTER,DUE TO FRAME IS HEAVILY BENDED,UNABLE TO CLOSE LIDS.NO GARBAGE IN DUMPSTER AT PRESENT TIME.REPLACE BROKEN SURFACE UNDER ONE COMPARTMENT SINK IN ROOM 125.SURFACE MUST BE SMOOTH, CLEANABLE AND NON-ABSORBENT MATERIAL. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: Cleaning equipment shall be properly stored away from food, utensils, equipment, and clean linens.OBSERVED A LOT OF ITEMS ON FLOOR IN CLOSET OF PARENTS ROOM.INSTRUCTED TO REORGANIZE AREA AND ELEVATE ITEMS 6' ABOVE THE FLOOR.",41.95997841,-87.64971223,"(41.95997841282448, -87.64971223286679)","04/23/2015, 08/27/2013, 04/26/2011",3
1434255,JOSEPH  GARY SCHOOL/MODULAR/ANNEX,JOSEPH GARY SCHOOL/MODULAR/ANNEX,23312,School,Risk 1 (High),3737 W 31st St (3000S) ,CHICAGO,IL,60623,Canvass,Fail,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: DOOR 1 AND DOOR 5 NOT RODENT PROOF, RUSTED SURFACES, CAUSING HOLES AND GAPS (APPROX 1 INCH) AT BOTTOM OF DOORS. INSTD TO REPAIR SAME SO AS DOORS TO BE TIGHT FITTING AND RODENT PROOFED. CITATION ISSUED 7-38-020 SERIOUS. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: EXTERIOR TOP OF GREASE INTERCEPTOR WITH RUSTY SURFACES. INSTD TO REMOVE RUST. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: INADEQUATE SUPPLY OF WATER AT GIRLS 2ND FLOOR TOILET ROOM FAUCETS. INSTD TO REPAIR SAME SO AS TO HAVE CONTINUOUS SUPPLY OF RUNNING WATER WITHOUT CONSTANT PRESSURE OF HAND ON FAUCET. 2ND FLOOR UTILITY SINK FAUCET LEAKING. 1ST FLOOR UTILITY SINK SLOW DRAINING. REPAIR SAME.",41.83687735,-87.71847377,"(41.83687734609186, -87.71847376771758)",3/25/14,1
1214664,Lovett,JOSEPH LOVETT ELEMENTARY,24241,School,Risk 1 (High),6333 W Bloomingdale ,CHICAGO,IL,60639,Canvass,Fail,"27. TOILET ROOMS ENCLOSED CLEAN, PROVIDED WITH HAND CLEANSER, SANITARY HAND DRYING DEVICES AND PROPER WASTE RECEPTACLES - Comments: Toilet rooms not cleaned or provided with hand cleaner. Observed three female students inside first floor toilet room, enter and exit toilet room without having liquid hand soap and also no liquid hand soap provided inside toilet rooms. Also, only one set of toilet rooms are operable for students use. Toilet rooms are pad locked on second floor and west end of building. Instructed to detail clean, repair all non-working facilities, remove unnecessary articles and have accessible to students. Serious citation issued 7-38-030. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: Walls not maintained in lunchroom and toilet rooms. Instructed to repair damaged walls and repaint. 
 
Ceiling in boiler room leaking rain water. Instructed to repair to prevent standing water on boiler room floor. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: Unused hot water tank stored under three compartment sink. Instructed to remove all unused articles through-out. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: Hand sink faucet not maintained second floor teacher's toilet room. Instructed to repair hot and cold water with adequate pressure.",41.91269042,-87.78393402,"(41.9126904167603, -87.78393401998714)","05/15/2012, 05/07/2012",2
525265,JOSEPH STOCKTON ELEMENTARY SCHOOL,JOSEPH STOCKTON ELEMENTARY SCHOOL,2225534,School,Risk 1 (High),4420 N BEACON ST ,CHICAGO,IL,60640,Canvass,Fail,"29. PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090 - Comments: A separate and distinct offense shall be deemed to have been committed for each Minor violation that is not corrected upon re-inspection by the health authority.PREVIOUS MINOR VIOLATION NOT CORRECTED FROM 11-05-2010/REPORT #455649 #38 MUST REPAIR LEAKING WATER PIPE ABOVE DISH MACHINE WATER LEAKS WHEN UNIT IS IN USE. | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: The licensee shall inform the public in writing of the Chicago Department of Public Health?s Consumer Advisory relating to consuming raw and undercooked animal products.//MUST PROPERLY LABELE FOOD ITEMS IN STORAGE | 31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: Containers and utensils shall be inverted, covered, or otherwise protected from contamination until used.  All single-service drinking straws and containers shall be discarded immediately after use.//MUST INVERT ALL POTS PANS IN STORAGE. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: All food and non-food contact equipment and utensils shall be smooth, easily cleanable, and durable, and shall be in good repair.//MUST REMOVE RUSTY SHELVES IN DRY STORAGE IN REAR STORAGE AREA | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: All utensils shall be thoroughly cleaned and sanitized after each usage.//SOME SHELVES IN COOLERS DRY STORAGE NEED CLEANING. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: The floors shall be constructed per code, be smooth and easily cleaned, and be kept clean and in good repair.//FLOORS UNDER AROUND STOCK NEED CLEANING IN WALK IN COOLER,FREEZER,UNDER EQUIPMENT./MUST REMOVE ALL MILK,SODA CRATES USED AS STORAGE SHELVES. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: The flow of air discharged from kitchen fans shall always be through a duct to a point above the roofline. Ventilation: All plumbing fixtures, such as toilets, sinks, washbasins, etc., must be adequately trapped, vented, and re-vented and properly connected to the sewer in accordance with the plumbing chapter of the Municipal Code of Chicago and the Rules and Regulations of the Board of Health.//PIPES ON DISH MACHINE LEAKING WATER WHEN IN OPERATION /SEE #29 ON VIOLATION | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: The walls and ceilings shall be in good repair and easily cleaned.//NEED TO REPAIR DOOR ON EMPLOYEE RESTROOM IN REAR AREA NEXT TO LOCKER ROOM.",41.9623189,-87.66388983,"(41.96231889749382, -87.66388982980108)","11/08/2011, 03/23/2011",2
70411,Josephine Locke Elementary School,JOSEPHINE LOCKE ELEMENTARY SCHOOL,24231,School,Risk 1 (High),2828 N Oak Park Av (6832W) ,CHICAGO,IL,60634,Canvass,Fail,"12. HAND WASHING FACILITIES: WITH SOAP AND SANITARY HAND DRYING DEVICES, CONVENIENT AND ACCESSIBLE TO FOOD PREP AREA - Comments: Adequate and convenient hand washing facilities shall be provided for all employees. 
FOUND 4 TOILETS WITHOUT SOAP ,SERIOUS VIOLATION, FOUND 2 GIRL'S WASHROOM  AND 2 BOY'S WASHROOM IN 1ST FLOOR AND 2ND FLOOR OLD BLDG WITHOUT SOAP; CITATION ISSUED; INSTRUCTED TO PROVIDE SOAP IN ALL TOILETS ALL THE TIME;MANAGER PROVIDED SOAP IN THE TOILETS MENTIONED  | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: All necessary control measures shall be used to effectively minimize or eliminate the presence of rodents, roaches, and other vermin and insects on the premises of all food establishments, in food-transporting vehicles, and in vending machines. 
OUTER OPENINGS NOT PROTECTED,SERIOUS VIOLATION,FOUND 4 EXIT DOORS #2,#3,#9 AND #10 NOT SEALED,1/2 INCH AND 1 INCH GAP AT THE BOTTOM OF THE DOORS,CITATION ISSUED;INSTRUCTED ALL DOORS MUST BE SEALED;GIVEN 5 DAYS 04-26-10 TO CORRECT THE VIOLATION | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: All food and non-food contact equipment and utensils shall be smooth, easily cleanable, and durable, and shall be in good repair. 
AIR VENT INSIDE PREP COOLER UNCLEAN,MUST BE CLEAN AND MAINTAIN | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: All food and non-food contact surfaces of equipment and all food storage utensils shall be thoroughly cleaned and sanitized daily. 
CAN OPENER IN PRP AREA MUST BE CLEAN; UNUSED TRAYS INSIDE DISH AREA UNCLEAN,MUST  BE CLEAN AND PROVIDE COVER  | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: The floors shall be constructed per code, be smooth and easily cleaned, and be kept clean and in good repair. 
SMALL HOLE INSIDE WALK IN COOLER FRONT SIDE,MUST BE FIXED | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: The flow of air discharged from kitchen fans shall always be through a duct to a point above the roofline. 
 
 
VENT ABOVE STEAM TABLE UNCLEAN,MUST BE CLEAN AND MAINTAIN  
Ventilation: 
 All plumbing fixtures, such as toilets, sinks, washbasins, etc., must be adequately trapped, vented, and re-vented and properly connected to the sewer in accordance with the plumbing chapter of the Municipal Code of Chicago and the Rules and Regulations of the Board of Health. 
FAUCETS IN GIRL'S AND BOY'S WASHROOM IN 1ST AND 2ND FLOOR NEW BUILDING IN POOR REPAIR MUST BE REPAIRED",41.93176301,-87.79564085,"(41.931763005765575, -87.79564085495707)",4/19/10,1
1497189,JOSEPHINUM ACADEMY,JOSEPHINUM ACADEMY,2225433,School,Risk 2 (Medium),1501 N OAKLEY ,CHICAGO,IL,60622,Canvass,Fail,"9. WATER SOURCE: SAFE, HOT & COLD UNDER CITY PRESSURE - Comments: NO HOT WATER ON SITE DURING INSPECTION. INSTRUCTED MANAGER TO PROVIDE HOT WATER UNDER CITY PRESSURE. CRITICAL VIOLATION 7-38-030 | 31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: INVERT ALL SINGLE SERVICE ARTICLES IN DRY STORAGE AREA. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: CLEAN LIGHT SHIELDS IN KITCHEN. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: ELEVATE ALL STOCK OFF FLOOR IN STORAGE AREAS.",41.90862125,-87.68458775,"(41.90862124834587, -87.68458775123113)",9/26/14,1
1296865,JOSHUA JOHNSTON,JOSHUA JOHNSTON,2473635,School,Risk 2 (Medium),1551 W 95TH ST ,CHICAGO,IL,60643,Canvass,Fail,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: OBSERVED 1 DOOR AT WEST ENTRY,AND 2-DOORS AT EAST ENTRY DOORS NOT RODENT AT BOTTOM AREAS APPROX 1/4 INCH.MUST REPAIR DOORS TO BE TIGH-FITTING.SERIOUS VIOLATION ISSUED 7-38-020 | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: OBSERVED JANITOR CLOSET NOT MAINTAINED.CLUTTERED ARTICLES ON FLOORS.FLOORS NOT CLEAN,DEBRIS.MUST CLEAN,ORGANIZE. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments:  COLD FAUCET HANDLE IN GIRLS WASHROOM,1ST/2ND FLOOR TIMER IN POOR REPAIR.MST REPAIR.",41.72110921,-87.66240036,"(41.72110921362472, -87.66240035825722)",5/1/14,1
